timestamp,temperature,humidity,wind_speed,pm25,pm10,no2,co,so2,o3,aqi
2022-01-01 00:00:00,3.852085020976421,45.03674348395821,14.778459482387472,39.228793592691815,52.73331966849745,24.27080918390164,1.009182791750925,23.26357958824151,27.190434857233264,110.36297044987215
2022-01-01 01:00:00,-2.10457768355615,47.36378447640177,10.523546032525534,37.30961176338882,37.736524584428516,22.46579076408314,1.0458336419766538,22.956178791347796,33.35204580796759,98.95606798321725
2022-01-01 02:00:00,-0.12235945689615191,54.99032448647853,13.092242717905194,37.96116480230629,62.83843065757661,21.2825405107921,0.9495340618182622,32.80669689030492,36.1059317858526,116.34165216186499
2022-01-01 03:00:00,2.1843246111534014,42.94703466383294,10.86769628884861,42.725922579106694,64.24622379416961,22.163473264880352,0.968888850500564,46.4472089868444,33.13248171222986,118.88832958983622
2022-01-01 04:00:00,4.22045847557454,45.75525589775519,16.678028569287516,38.37616606160009,41.96022184794498,23.275224944717127,0.9288889173550663,31.563728996692955,29.436813503877325,108.47611498771472
2022-01-01 05:00:00,2.943444526329814,53.45375410950138,13.520225915556608,57.52223191476718,101.10423368128409,21.415792252416683,0.7723447894214949,24.324287908778764,19.315341395595887,161.25838793162805
2022-01-01 06:00:00,6.760708392508456,51.9513683275062,14.390433751285812,37.85438733522381,92.6030836586917,29.45604541605947,1.1960013540561985,25.286869798131676,46.548579668971875,106.65003194295247
2022-01-01 07:00:00,6.720343070508481,50.47253193757495,14.460899291157787,44.9608138810513,81.25019211048948,31.441570990384303,0.8925136553827291,24.846545603982555,29.427951993188188,120.49931611820375
2022-01-01 08:00:00,8.898696939632714,61.31963091518162,14.814166884241796,51.441656217168955,71.65616266848089,35.382742660619996,1.2279942164138147,31.186766866090075,33.02302644189726,141.48508082021905
2022-01-01 09:00:00,5.0330129124222225,62.40085009398437,14.091258127048514,42.15431218813881,86.55792826719508,39.376302260331315,1.1042132732715348,19.811836678164433,29.11272382737498,132.8924010572405
2022-01-01 10:00:00,8.902611870323403,66.3271344490965,11.661365351785184,32.26765284047559,59.91954735176738,29.643142012369626,0.9948050682298006,19.447038998383988,35.79516412974462,93.61867818740015
2022-01-01 11:00:00,12.106822073696993,61.76879591260299,10.131887042279072,47.347254443263424,74.60044520701994,26.044567109831114,1.2796684850472448,27.879678846052915,31.659361596564647,125.12021411792037
2022-01-01 12:00:00,7.218635898057723,65.16400304546121,10.279256665390145,37.21379823961983,72.41270507491723,19.700147548884196,0.9260326945140801,20.386351491561427,54.61638337693804,109.2991049251278
2022-01-01 13:00:00,6.859419098974879,67.78715581469437,12.081921096075229,42.80193100129166,57.85980237563422,16.208952237198524,0.6979518435312706,25.961454357500948,47.32114564148244,114.86368252511296
2022-01-01 14:00:00,9.285528928700714,73.92518433009016,11.99796586552677,38.1226689744894,65.7416042856506,18.565288491701033,0.815407113761135,32.10609241742624,66.92303415547947,113.79802774734485
